date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:38:18	2685/2685	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2009%20Jan%202024%2013:14:54%20GMT	https://duruthemes.com/demo/html/florya/light/img/signature-dark.svg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/signature-dark.svg	(from https://duruthemes.com/demo/html/florya/light/index.html)
10:38:18	169807/169807	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:13%20GMT	https://duruthemes.com/demo/html/florya/light/img/services/3.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/services/3.jpg	(from https://duruthemes.com/demo/html/florya/light/index.html)
10:38:19	153564/153564	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:14:55%20GMT	https://duruthemes.com/demo/html/florya/light/img/about.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/about.jpg	(from https://duruthemes.com/demo/html/florya/light/index.html)
10:38:20	112059/112059	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:14%20GMT	https://duruthemes.com/demo/html/florya/light/img/couple/2.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/couple/2.jpg	(from https://duruthemes.com/demo/html/florya/light/index.html)
10:38:20	61578/61578	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:14%20GMT	https://duruthemes.com/demo/html/florya/light/img/couple/6.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/couple/6.jpg	(from https://duruthemes.com/demo/html/florya/light/index.html)
10:38:20	66781/66781	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:15%20GMT	https://duruthemes.com/demo/html/florya/light/img/couple/1.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/couple/1.jpg	(from https://duruthemes.com/demo/html/florya/light/index.html)
10:38:23	116597/116597	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:12%20GMT	https://duruthemes.com/demo/html/florya/light/img/pricing/03.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/pricing/03.jpg	(from https://duruthemes.com/demo/html/florya/light/index.html)
10:38:23	121737/121737	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:12%20GMT	https://duruthemes.com/demo/html/florya/light/img/pricing/02.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/pricing/02.jpg	(from https://duruthemes.com/demo/html/florya/light/index.html)
10:38:23	150268/150268	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:12%20GMT	https://duruthemes.com/demo/html/florya/light/img/pricing/01.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/pricing/01.jpg	(from https://duruthemes.com/demo/html/florya/light/index.html)
10:38:24	165337/165337	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:10%20GMT	https://duruthemes.com/demo/html/florya/light/img/slider/19.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/slider/19.jpg	(from https://duruthemes.com/demo/html/florya/light/index.html)
10:38:24	307793/307793	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:09%20GMT	https://duruthemes.com/demo/html/florya/light/img/slider/10.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/slider/10.jpg	(from https://duruthemes.com/demo/html/florya/light/index.html)
10:38:24	9895/9895	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Jan%202024%2013:14:52%20GMT	https://duruthemes.com/demo/html/florya/light/js/vegas.slider.min.js	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/js/vegas.slider.min.js	(from https://duruthemes.com/demo/html/florya/light/index4.html)
10:38:25	105169/105169	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:11%20GMT	https://duruthemes.com/demo/html/florya/light/img/team/team1.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/team/team1.jpg	(from https://duruthemes.com/demo/html/florya/light/about.html)
10:38:25	180771/180771	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:14:55%20GMT	https://duruthemes.com/demo/html/florya/light/img/about2.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/about2.jpg	(from https://duruthemes.com/demo/html/florya/light/about.html)
10:38:25	92081/92081	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:11%20GMT	https://duruthemes.com/demo/html/florya/light/img/team/team2.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/team/team2.jpg	(from https://duruthemes.com/demo/html/florya/light/about.html)
10:38:25	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2018:38:28%20GMT	https://duruthemes.com/demo/html/florya/light/blog2.html	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/blog2.html	(from https://duruthemes.com/demo/html/florya/light/blog-right-sidebar.html)
10:38:33	205735/205735	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:10%20GMT	https://duruthemes.com/demo/html/florya/light/img/slider/7.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/slider/7.jpg	(from https://duruthemes.com/demo/html/florya/light/portfolio-page.html)
10:38:33	181069/181069	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:07%20GMT	https://duruthemes.com/demo/html/florya/light/img/slider/8.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/slider/8.jpg	(from https://duruthemes.com/demo/html/florya/light/portfolio-page.html)
10:38:34	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2018:38:36%20GMT	https://duruthemes.com/demo/html/florya/light/news.html	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/news.61.delayed	(from https://duruthemes.com/demo/html/florya/light/post.html)
10:38:34	530606/530606	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:09%20GMT	https://duruthemes.com/demo/html/florya/light/img/slider/20.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/slider/20.jpg	(from https://duruthemes.com/demo/html/florya/light/portfolio-page.html)
10:38:35	86860/86860	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:11%20GMT	https://duruthemes.com/demo/html/florya/light/img/team/1.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/team/1.jpg	(from https://duruthemes.com/demo/html/florya/light/post.html)
10:38:35	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2018:38:38%20GMT	https://duruthemes.com/demo/html/florya/light/css/plugins/owl.video.play.png	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/css/plugins/owl.video.play.63.delayed	(from https://duruthemes.com/demo/html/florya/light/css/plugins/owl.carousel.min.css)
10:38:36	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2009%20Jan%202024%2013:14:55%20GMT	https://duruthemes.com/demo/html/florya/light/fonts/themify.eot	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/fonts/themify.eot	(from https://duruthemes.com/demo/html/florya/light/css/plugins/themify-icons.css)
10:38:37	56108/56108	---M--	200	added ('OK')	font/woff	date:Tue,%2009%20Jan%202024%2013:14:56%20GMT	https://duruthemes.com/demo/html/florya/light/fonts/themify.woff	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/fonts/themify.woff	(from https://duruthemes.com/demo/html/florya/light/css/plugins/themify-icons.css)
10:38:37	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2009%20Jan%202024%2013:14:55%20GMT	https://duruthemes.com/demo/html/florya/light/fonts/themify.eot?	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/fonts/themifyd41d.eot	(from https://duruthemes.com/demo/html/florya/light/css/plugins/themify-icons.css)
10:38:40	78584/78584	---M--	200	added ('OK')	font/ttf	date:Tue,%2009%20Jan%202024%2013:14:55%20GMT	https://duruthemes.com/demo/html/florya/light/fonts/themify.ttf	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/fonts/themify.ttf	(from https://duruthemes.com/demo/html/florya/light/css/plugins/themify-icons.css)
10:38:40	1779/1779	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Jan%202024%2013:15:06%20GMT	https://duruthemes.com/demo/html/florya/light/css/plugins/close.png	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/css/plugins/close.png	(from https://duruthemes.com/demo/html/florya/light/css/plugins/YouTubePopUp.css)
10:38:40	234269/234269	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2009%20Jan%202024%2013:14:55%20GMT	https://duruthemes.com/demo/html/florya/light/fonts/themify.svg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/fonts/themify.svg	(from https://duruthemes.com/demo/html/florya/light/css/plugins/themify-icons.css)
